x,y,speed,lookahead
2.0120366438074133,-0.4706238962361148,7,1.89
2.075629160732695,-0.4750245619304414,7,1.89
2.1392246613187673,-0.47938334619605016,7,1.89
2.2028208649296444,-0.48373222009540096,7,1.89
2.2664154909293446,-0.4881031546909543,7,1.89
2.330006258681887,-0.49252812104517035,7,1.89
2.393588983131681,-0.497077736901507,7,1.89
2.457157751844497,-0.5018709507778035,7,1.89
2.520719731257379,-0.5067786589682499,7,1.89
2.584283308670845,-0.5116478667962663,7,1.89
2.6478568713854056,-0.5163255795852725,7,1.89
2.7114488067015743,-0.5206588026586881,7,1.89
2.775067295603875,-0.5245024588074204,7,1.89
2.8387098632909877,-0.5280398245856862,7,1.89
2.9023707391475027,-0.5313527378056687,7,1.89
2.96604721967743,-0.5343663453926228,7,1.89
3.0297366013847746,-0.537005794271803,7,1.89
3.093436180773543,-0.539196231368464,7,1.89
3.1571432543477433,-0.5408628036078605,7,1.89
3.22085975290795,-0.5418353280086099,7,1.89
3.284592445043409,-0.5419987950885331,7,1.89
3.348336877697962,-0.5416082216543674,7,1.89
